Column,dipl,HS_corr,HS_persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,persname,dipl-ids
702,Lex.,,Juan José Martínez de Lexarza y Alday,true,empty,empty,"unterseits seidig behaarten B. Eine wenig bekannte Art in Mexiko , A. lanceolata Llav. et Lex. 585. Eremothamnus O. Hoffm. Kf. ziemlich groß , einzeln an den Zweigenden sitzend , heterogam",285,NatürlichePflanzenfamilien_1887_Engler,Juan_José_Martínez_de_Lexarza_y_Alday,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23630', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23631_virtualSpan']"
703,Iuba,persname anpassen,Juba II. (Mauretanien),false,"""Er verfasste auch ein Buch über die Pflanze Euphorbia, die er selbst auf dem Berg Atlas entdeckt und nach seinem Leibarzt Euphorbus benannt hatte""",https://de.wikipedia.org/wiki/Juba_II.,dem Tauſendtguͤldenkraut / welches etliche dem Galeno zugeben . Alſo leſen wir von dem Koͤnig Iuba daſz er das Euphorbium zum erſten beſchrieben hab / The- miſon den Wegerich / Muſcus,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Juba_I.,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40185', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40186_virtualSpan']"
704,Iuba,persname anpassen,Juba II. (Mauretanien),false,"""Er verfasste auch ein Buch über die Pflanze Euphorbia, die er selbst auf dem Berg Atlas entdeckt und nach seinem Leibarzt Euphorbus benannt hatte",https://de.wikipedia.org/wiki/Juba_II.,erfun⸗ den vnd / nach ſeinẽ Namen Clymenum noch auff den heutigen Tag geheiſſen . Iuba der Koͤnig in Mauritania hat das Euphorbium erfunden / den Beyfuſz oder Bucken hat die,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Juba_I.,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40218', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40219_virtualSpan']"
705,I v - S T I N A,persname anpassen,Justina Weiß von Limpurg,false,"""* 1548, † 1621""
""Weiß von Limpurg, Georg, 1545–1591, Heirat Frankfurt am Main 19.10.1579,""",https://www.lagis-hessen.de/de/subjects/idrec/sn/bio/id/5208,"das beſte than ha⸗ ben . Deſzgleichen ſind vns auch/ Ehr vnd Tugentſame Frauw I v - S T I N A , von Weiland dem Ehrn⸗ veſten Junckherrn Conrad Weiſ⸗ ſen/ / Euwer E. vnd T.",NaN,Paradeiszgaertlein-VR_1588_Rosbach,Justina,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2060_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2061_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2062_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2063_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2064_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2065_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2066_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2067_virtualSpan']"
706,Kayſerl. Societaͤt,persname anpassen,keine Person,false,"wirklich als Person deklarieren?
Das ist ja eine Organisation...",empty,"herruͤhren thaͤte , ſondern auch deſſen Zubereitung beſchriebe , wie dieſel⸗ ben von der allgemeinen Kayſerl. Societaͤt der Naturkuͤndiger deren Miſcellaneis Dec. 11. Anno 4. Obſ. 1. einverleibet worden iſt . Es",465,ViridariumReformatum_1719_Valentini,Kaiserliche_Sozietät,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok3505_virtualSpan', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok3506_virtualSpan']"
707,D. von Bergen,,Karl August von Bergen,true,empty,empty,") , aber das Gramen paniculatum aquaticum fluitans noch ein⸗  mal †† ) auffuͤhret ; D. von Bergen ††† ) , und andere ; dem ohnerachtet iſt es mehr als zu gewiſz ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,Karl_August_von_Bergen,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1939_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1940_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1941_virtualSpan']"
708,BERG.,,Karl August von Bergen,true,empty,empty,gar eine neue Gattung des Linnaͤiſchen Geſchlechts Dactylis daraus ; Da⸗ ctylis marchica eſculenta . BERG. fl. viadr. p. 321 . †††† ) Selwig meldet in dem ſuppl. fl. pruff. daſz,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,Karl_August_von_Bergen,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31837', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31838_virtualSpan']"
709,Hagen,,Karl Gottfried Hagen,true,empty,empty,gleich anfangs von braungelber Farbe . Von zwanzig Pfunden des getrockneten Krautes bekommt man nach Hagen anderthalb bis zwey Unzen ätherisches Öhl . Das specifike Gewicht dieses Öhls ist nach Bresson,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,Karl_Gottfried_Hagen,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16725', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16726_virtualSpan']"
710,Keyser Carolo dem Fuͤnfften,,Karl V. (HRR),true,empty,empty,Schildt an jhre Haͤuſer herauſz hencken / jhre gelbe Ringlin / ſo jhnen doch vnter Keyser Carolo dem Fuͤnfften im Jahr 1530 . zu Augſpurg an jhren Roͤcken / Maͤnteln oder Kappen an allenorten,NaN,HortulusSanitatis-VR_1609_Uffenbach,Karl_V._(HRR),"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1314_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1315_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1316_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1317_virtualSpan']"
711,Künig Cyro,persname anpassen,König Kyros der Jüngere,false,"""m Jahr 402 v. Chr. war der Grieche Proxenos von Theben vom persischen Prinzen Kyros beauftragt worden, für einen Feldzug griechische Söldner anzuwerben, woraufhin dieser neben anderen auch Xenophon ins Heerlager nach Sardes einlud.""",https://de.wikipedia.org/wiki/Xenophon,Vnd iſt etwañ ein ſpeiſz geſein der Perſier / vnnd kriegs volck ſo vnder dem Künig Cyro was / wie Xnophon daruon ſchreibt . Statt ſeines gewaͤchſz . Waͤchſzt an gebawenen ſtetten,CCLX,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,König_Cyro,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok4550_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok4551_virtualSpan']"
712,König Hiskia,persname anpassen,König Hiskia (Tanach/Bibel),false,empty,empty,dir / weil du ſein doch bedarffeſt . Wie denn auch der Prophet Eſaias den König Hiskia nicht allein zu einem ſeligen Sterbſtuͤndlein berei⸗ tet / Sonder jhm auch ein Pflaſter von,NaN,Paradeiszgaertlein-VR_1588_Rosbach, König_Hiskia,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok601_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok602_virtualSpan']"
713,Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,/ die von der Weiſzheit Gottes ( das iſt von dem H. Geiſt ) wie Salomon bezeuget / den Menſchen offenba⸗ ret wirt / in hohen Ehren halten / dieſelbige durch,NaN,NeuwKreuterbuch-VR_1588_Theodorus,König_Salomo,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40240', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40241_virtualSpan']"
714,Salomonis,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,aller alten beruͤmpten Griechiſchen vnd Arabiſchen Artzet / die kaum ein Schatten gegen den Buͤchern Salomonis zu rechnen ſeyn / nit vil gelten . Alle obangezogene loͤbliche Exempel / ſolten,NaN,NeuwKreuterbuch-VR_1588_Theodorus,König_Salomo,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40239', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40240_virtualSpan']"
715,Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,auch ſpinnen ſie nicht / Ich ſage euch / sagt Chriſtus Matth. 6. Daſz auch Salomon in aller ſeiner Herrligkeit nicht bekleydet geweſen iſt / als der⸗ ſelbigen eins . So,NaN,Paradeiszgaertlein-VR_1588_Rosbach,König_Salomo,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16204', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16205_virtualSpan']"
716,Solomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,cher neben allen koͤniglichen geſchefften / zů der artzney ſich mit ernſt be⸗ fliſſen . Solomon . Hie moͤchten etlich fürhalten / was vns Chriſten ſolche Heydniſche künſt vnd exempel belangten,NaN,NewKreuetterBuch-VR_1539_Bock,König_Salomo,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sSpan12238', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok12239_virtualSpan']"
717,Solomonis,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,da er ſpricht . Das kleyneſt bluͤmlin auff der hey⸗ den übertreff die gantze herrligkeyt Solomonis / wer wolt dann ſeine au⸗ gen nit darauff wenden ? Groſſe baͤum wachſen zů,NaN,NewKreuetterBuch-VR_1539_Bock,König_Salomo,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sSpan12240', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok12241_virtualSpan']"
718,Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,den gemeldten Heydniſchen Koͤnigen vnd Fuͤrſten / ſintemal auch der aller⸗ weiſeſt Koͤnig in Jſrael Salomon / den Gott der Allmaͤchtig vor allen andern Koͤnigen / Fuͤr⸗ ſten vnd Herrn /,NaN,NeuwKreuterbuch-VR_1588_Theodorus,König_Salomo,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40231', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40232_virtualSpan']"
719,Solomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,fürhalten / was vns Chriſten ſolche Heydniſche künſt vnd exempel belangten ? Antwort / Iſt Solomon nit ð weyſeſt koͤ⸗ nig in Iſrael ? Warumb hat ſich der ſelbig der kreütter,NaN,NewKreuetterBuch-VR_1539_Bock,König_Salomo,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sSpan12239', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok12240_virtualSpan']"
720,Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,meyner ein gut ding iſt / ihe Go̊ttlicher vnd beſſer es iſt . Deñ als Salomon ſpricht . Ein heimlicher ſchatz vnd verborgene kunſt geben nie mand viel frucht . Eccleſi.,NaN,ArtzneyBuchleinDerKreutter-VR_1532_Tallat,König_Salomo,"['RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter-VR_1532_Tallat#sSpan1708', 'RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter-VR_1532_Tallat#sTok1709_virtualSpan']"
721,Koͤnig Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,zu dem Yſop / der auſz der Mauren waͤchſt / ſo ruͤhmet auch gemel⸗ ter Koͤnig Salomon von ſich ſelbst im Buch der Weiſzheit / daſz jnen die Weiſzheit Gottes ge⸗ lehrt,NaN,NeuwKreuterbuch-VR_1588_Theodorus,König_Salomo,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok5264_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok5265_virtualSpan']"
722,Koͤnig Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,8. cap. 2. von dem Juͤdiſchen Krieg an / wie daſz der gemelt vnd hochweiſz Koͤnig Salomon von Gewaͤchſen / Thieren vnd allen andern Dingen / die vnder der Sonnen / im,NaN,NeuwKreuterbuch-VR_1588_Theodorus, König_Salomo,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok5318_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok5319_virtualSpan']"
723,Koͤnigs Salomons,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,Art . Welche alle der Erden ein ſolche zierte vervrſachen : deren deſz aller⸗ weiſeſten Koͤnigs Salomons Herrlichkeit nit kan verglichen wer⸗ den / ja gegen welcher alle guͤldene Stuͤck vñ Tapezereyen,NaN,HortulusSanitatis-VR_1609_Uffenbach,König_Salomon,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok434_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok435_virtualSpan']"
724,Koͤnig Sa⸗ lomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,ich ein herrli⸗ cher vnd g_iſſer exempel darthuen kan / nemlich den allerweiſſeſten vnd gewaltigſten Koͤnig Sa⸗ lomon / w_cher ſich neben ſeinen groſſen geſchefften / vnnd Goͤttliches geſatzes volnſtreckung / der erdgeweck_n,NaN,NewKreuterbuch-VR_1563_Handsch,König_Salomon,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1418_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1419_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1420_virtualSpan']"
725,Koͤ⸗ nig Salomons,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,Schoͤpffer war verliehen / auff vns geerbt / vnd die Schrifften deſz vor entwehnten weiſen Koͤ⸗ nig Salomons / welche er von allen ſolchen Geſchoͤpffen Gottes verzeichnet / nicht weren vmbkommen vnd verlohren,NaN,HortulusSanitatis-VR_1609_Uffenbach,König_Salomon,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok553_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok554_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok555_virtualSpan']"
726,Salomon,persname anpassen,König Salomo (Tanach/Bibel),false,empty,empty,wer iſt vor vnd nach vnder allen Koͤni⸗ gen ſo mechtig vñ gewaltig geweſen als Salomon / noch wolt er nichts deſter weniger ſich allſo ſeer in der erkantnuſz der kreüter,NaN,NewKreuterbuch-VR_1543_Fuchs,König_Salomon,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13292', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13293_virtualSpan']"
727,Koͤnigin Halicarnaſſi,persname anpassen,Artemisia II. (Karien),false,empty,empty,goͤt⸗ tin Diana / die auch Artemis heyſt erfunden iſt / oder Artemiſia von der Koͤnigin Halicarnaſſi getaufft iſt worden . Die Hirtz zung hat jren namen auch vom Monſchein / würt,NaN,NewKreuetterBuch-VR_1539_Bock,Königin_von_Halikarnassos,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok968_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok969_virtualSpan']"
728,Ar- temiſia,persname anpassen,Artemisia II. (Karien),false,empty,empty,Koͤnig in Mauritania hat das Euphorbium erfunden / den Beyfuſz oder Bucken hat die Koͤnigin Ar- temiſia ein Hauſzfraw deſz Koͤnigs Mauſoli in klein Aſien erfunden / vñ nach jrem Namen Ar-,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Königin_von_Halikarnassos,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok4947_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok4948_virtualSpan']"
729,keuſchen Koͤnigin Artemiſia,persname anpassen,Artemisia II. (Karien),false,empty,empty,"ſich den Hanff Stengeln vergleichen . Vnnd Opus Regium , Herba Regia , von der keuſchen Koͤnigin Artemiſia ob⸗ gemelt / deſzgleichen Rapium , von Apuleio Sirium , von Pythagora Pexaſis , von",37,NeuwKreuterbuch_1588_Theodorus,Königin_von_Halikarnassos,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2031_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2032_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2033_virtualSpan']"
730,Koͤni⸗ gin Artemiſia,persname anpassen,Artemisia II. (Karien),false,empty,empty,vnd Zigeuner Zeuberey vnd dergleichen Narz⸗ heit vnd Gauckelwerck damit treiben . Es hat die Koͤni⸗ gin Artemiſia deſz Heydniſchen Koͤnigs Mauſoli Ehe⸗ gemahl viel Kranckheyten mit dieſem Kraut geheylet vnd vertrieben /,37,NeuwKreuterbuch_1588_Theodorus,Königin_von_Halikarnassos,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok1849_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok1850_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok1851_virtualSpan']"
731,LAMOV- REVS,persname anpassen,Jean Lamoureux,false,"Auch bekannt als: ""Johann; Johan; Lamoureu; Lamoureus; Lam(m)orö""
Tod: Februar 1685 (55-64) Stockholm

""Johan, Herrn Graff Magnus de la Gardie Apothecker""",https://www.geni.com/people/Jean-Lamoureux/6000000086624128834,"Franckreich eben die Agrimoniam hervorbringen , welche die wohlruͤchende genennet wird , und daſz dieſelbe LAMOV- REVS in ſeinem Garten gezogen habe . Endlich hat auch MORI- SON Hiſt. II. 614 angezeiget",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Lamovrevs,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok3095_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok3096_virtualSpan']"
732,Fuchſ.,,Leonhart Fuchs,true,empty,empty,. Hall. 407 . Kram. 32 . Luávv. n. 606 . 5. NOM. SPEC. Eupatorium Fuchſ. 244 . Eupatorium veterum ſive Agrimonia C. B. pin. 321 . Eupatorium Dioſcoridis & aliorum,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35318', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35319_virtualSpan']"
733,Fuchſ.,,Leonhart Fuchs,true,empty,empty,"175 . Hall. 712 . Ludvv. n. 358 . 5. NOM. SPEC . Stratiotes millefolia Fuchſ. 727 . Millefolium ſtratiotes , pennatum , terreſtre I. Bauh. III. 136 . Millefolium flore",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35241', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35242_virtualSpan']"
734,D. Leonhardt fuchs,,Leonhart Fuchs,true,empty,empty,dar⸗ uon vil die hochgelerten Nicolaus Leonicenus / vnd D. Leonhardt fuchs in iren artickelen ſo ſye von den yrrthumben der aͤrtzetgeſchriben vud anzeygt .,CCLXVII,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6809_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6810_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6811_virtualSpan']"
735,D. Lienharden fuchſzen zů Anſpach,,Leonhart Fuchs,true,empty,empty,irrthumb / ſo zů diſzer zeyt durch D. Mainardũ von ferrary / Leonicenum / vnd D. Lienharden fuchſzen zů Anſpach anzeygt / zů ſeinen zeiten nit geweſt / ſo hat er ym doch gnůg gethon,CCLXXXV,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6920_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6921_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6922_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6923_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6924_virtualSpan']"
736,Fuchſ.,,Leonhart Fuchs,true,empty,empty,Prunella vulgaris Trag. 301 . Prunella flore minore vulgaris I. B. III. 428 . Brunella Fuchſ. 621 . Brunella officinarum Riv. Tab. 29 . Dill. 91 . Heiſt. I. 6 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35414', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35415_virtualSpan']"
737,hochgeleert D. Leonhart fuchs,,Leonhart Fuchs,true,empty,empty,welchen yrrthumb ſye gefuͤrt der alt Abgott Auicenna . Von diſzem yrrthumb diſputiert weitlaͤuffig der hochgeleert D. Leonhart fuchs / in ſeinem buͤchlin / das er geſchriben von den yrrthumben der àrtzet / gehoͤrt,CCCXIIII,ContrafaytKreuterbuch_1532_Brunfels,Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok966_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok967_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok968_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok969_virtualSpan']"
738,Leonardus Fuchſius,persname anpassen,Leonhart Fuchs,false,empty,empty,"Alten gehal⸗ ten worden / wiewol doch die hochberůhmbten Maͤn̄er / Antonius Muſa Braſauolus , Leonardus Fuchſius , Gui- lielmus Rondeletius vnd andere mehr gelehrte Maͤn̄⸗ ner das recht vnd war Parthenium",38,NeuwKreuterbuch_1588_Theodorus, Leonhart_Fuchs,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2356_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok2357_virtualSpan']"
739,Herrn Amtmann Leo⸗ polds,persname anpassen,Johann Georg Leopold,false,Nützliche und auf die Erfahrung gegründete Einleitung zu der Landwirthschaft; Johann Georg Leopold; 1759,https://digitale.bibliothek.uni-halle.de/vd18/content/titleinfo/7670817?lang=de,"hauen , und der Ertrag davon iſt nicht geringe . † ) Siehe auch das Herrn Amtmann Leo⸗ polds Einleitung zur Landwirthſchaft S. 246 . Das Wannergras iſt inſonderheit ein dienliches Futter fuͤr die",39,BeschreibungDerGraeser-c37-48_1769_Schrebers,Leopold,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1030_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1031_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1032_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1033_virtualSpan']"
